data,artista_podcast,horas
15/01/2021,The Beatles,0.0453
15/01/2021,Eric Clapton,0.0036891666666666665
15/01/2021,AC/DC,0.014415277777777779
15/01/2021,Black Sabbath,0.11606666666666668
15/01/2021,AC/DC,0.005976388888888889
15/01/2021,The Rolling Stones,0.06626277777777777
15/01/2021,AC/DC,0.05962944444444444
15/01/2021,The Beatles,0.04314805555555556
15/01/2021,Black Sabbath,0.04678888888888889
15/01/2021,The Beatles,0.03935916666666666
15/01/2021,Led Zeppelin,0.13472583333333335
15/01/2021,AC/DC,0.0015866666666666668
15/01/2021,Black Sabbath,0.0010125
15/01/2021,Aerosmith,0.0009544444444444445
15/01/2021,Aerosmith,0.0019025000000000001
15/01/2021,Black Sabbath,0.0011222222222222222
15/01/2021,AC/DC,0.0051066666666666665
15/01/2021,The Rolling Stones,0.004173055555555556
15/01/2021,Led Zeppelin,0.0009027777777777778
15/01/2021,Scorpions,0.0009672222222222222
15/01/2021,Lynyrd Skynyrd,0.0018833333333333334
15/01/2021,David Bowie,0.03079861111111111
15/01/2021,The Beatles,0.0009672222222222222
15/01/2021,The Beatles,0.0012897222222222223
15/01/2021,AC/DC,0.001096388888888889
15/01/2021,AC/DC,0.0019541666666666666
15/01/2021,AC/DC,0.0014058333333333332
15/01/2021,Led Zeppelin,0.002554166666666667
15/01/2021,AC/DC,0.0045269444444444445
15/01/2021,Led Zeppelin,0.0017283333333333332
15/01/2021,The Beatles,0.0017930555555555555
15/01/2021,The Beatles,0.026825277777777778
15/01/2021,The Beatles,0.0019283333333333333
15/01/2021,AC/DC,0.0013544444444444444
15/01/2021,AC/DC,0.0030183333333333334
15/01/2021,The Who,0.0011738888888888888
15/01/2021,Aerosmith,0.0012447222222222224
15/01/2021,Led Zeppelin,0.0016769444444444442
15/01/2021,Led Zeppelin,0.0009094444444444444
15/01/2021,AC/DC,0.00032888888888888887
15/01/2021,Led Zeppelin,0.0992975
15/01/2021,AC/DC,0.00029
15/01/2021,Queen,0.00023861111111111113
15/01/2021,Queen,0.0001933333333333333
15/01/2021,Arctic Monkeys,0.00036111111111111115
15/01/2021,The Beatles,0.0002644444444444445
15/01/2021,Led Zeppelin,0.00022555555555555556
15/01/2021,AC/DC,0.0037411111111111113
15/01/2021,Huey Lewis & The News,0.0008769444444444444
15/01/2021,The Beatles,0.00034166666666666666
15/01/2021,Led Zeppelin,0.08361361111111111
15/01/2021,The Beatles,0.00030305555555555554
15/01/2021,The Beatles,0.00023194444444444445
15/01/2021,The Beatles,0.0014769444444444444
15/01/2021,Arctic Monkeys,0.00029
15/01/2021,Aerosmith,0.00032888888888888887
15/01/2021,Aerosmith,0.0007997222222222223
15/01/2021,The Rolling Stones,0.0005352777777777779
15/01/2021,The Rolling Stones,0.00863
15/01/2021,AC/DC,0.0003222222222222222
15/01/2021,Queen,0.0007933333333333334
15/01/2021,Led Zeppelin,0.001135
15/01/2021,Arctic Monkeys,0.05108138888888889
15/01/2021,Black Sabbath,0.0011738888888888888
15/01/2021,Aerosmith,0.0009222222222222222
15/01/2021,The Beatles,0.004326666666666667
15/01/2021,Aerosmith,0.0009608333333333333
15/01/2021,Black Sabbath,0.0011802777777777777
15/01/2021,AC/DC,0.0030702777777777777
16/01/2021,Led Zeppelin,0.004669444444444445
16/01/2021,Arctic Monkeys,0.00016583333333333334
16/01/2021,Arctic Monkeys,0.0009302777777777778
16/01/2021,Arctic Monkeys,0.005404444444444444
16/01/2021,The Beatles,0.0003138888888888889
16/01/2021,Huey Lewis & The News,0.008420555555555554
16/01/2021,Huey Lewis & The News,0.08345083333333332
16/01/2021,Aerosmith,0.045269166666666666
16/01/2021,AC/DC,0.0002902777777777778
16/01/2021,AC/DC,0.00030805555555555556
16/01/2021,AC/DC,0.00023694444444444446
16/01/2021,AC/DC,0.00026055555555555554
16/01/2021,The Rolling Stones,0.06626277777777777
16/01/2021,AC/DC,0.0002725
16/01/2021,AC/DC,0.00023083333333333332
16/01/2021,AC/DC,0.0008
16/01/2021,AC/DC,0.0012777777777777776
16/01/2021,Arctic Monkeys,0.0004858333333333333
16/01/2021,The Beatles,0.000225
16/01/2021,AC/DC,0.00042638888888888886
16/01/2021,AC/DC,0.0004325
16/01/2021,AC/DC,0.00018944444444444445
16/01/2021,Aerosmith,0.00017777777777777776
16/01/2021,AC/DC,0.0025091666666666665
16/01/2021,The Beatles,0.00019555555555555556
16/01/2021,AC/DC,0.00014222222222222224
16/01/2021,AC/DC,0.07264055555555556
16/01/2021,AC/DC,0.0002547222222222222
16/01/2021,The Rolling Stones,0.00018944444444444445
16/01/2021,Led Zeppelin,0.00016583333333333334
16/01/2021,AC/DC,0.0003316666666666667
16/01/2021,Arctic Monkeys,0.00010055555555555555
16/01/2021,The Beatles,0.0002666666666666667
16/01/2021,AC/DC,0.00015388888888888887
16/01/2021,The Beatles,0.0003436111111111111
16/01/2021,Aerosmith,0.0002844444444444445
16/01/2021,The Who,0.00019527777777777778
16/01/2021,Eric Clapton,0.00018944444444444445
16/01/2021,The Beatles,0.00015388888888888887
16/01/2021,AC/DC,0.0002902777777777778
16/01/2021,Queen,0.0002611111111111111
16/01/2021,R.E.M.,0.07456277777777777
16/01/2021,The Rolling Stones,0.00036138888888888885
16/01/2021,Black Sabbath,0.0005152777777777778
16/01/2021,Eric Clapton,0.080285
16/01/2021,Eric Clapton,0.0003138888888888889
16/01/2021,The Beatles,0.0002725
16/01/2021,AC/DC,0.000225
16/01/2021,Queen,0.04490055555555556
16/01/2021,Led Zeppelin,0.00016583333333333334
16/01/2021,Arctic Monkeys,0.0002488888888888889
16/01/2021,Aerosmith,0.00027833333333333334
16/01/2021,Aerosmith,0.0001597222222222222
16/01/2021,Black Sabbath,0.00018944444444444445
16/01/2021,AC/DC,0.00014194444444444446
16/01/2021,The Rolling Stones,0.00018944444444444445
16/01/2021,The Beatles,0.00015388888888888887
16/01/2021,Aerosmith,0.00023694444444444446
16/01/2021,Black Sabbath,0.00015388888888888887
16/01/2021,The Rolling Stones,0.00017777777777777776
16/01/2021,Aerosmith,0.0002961111111111111
16/01/2021,AC/DC,0.00018944444444444445
16/01/2021,AC/DC,0.00013027777777777777
16/01/2021,AC/DC,0.00023694444444444446
16/01/2021,AC/DC,0.00021333333333333333
16/01/2021,The Rolling Stones,0.00036138888888888885
16/01/2021,AC/DC,0.0002488888888888889
16/01/2021,The Beatles,0.00036138888888888885
16/01/2021,AC/DC,0.00014805555555555554
16/01/2021,Eric Clapton,0.00018944444444444445
16/01/2021,The Beatles,0.00014194444444444446
16/01/2021,The Beatles,0.0002311111111111111
16/01/2021,AC/DC,0.0008058333333333333
16/01/2021,Eric Clapton,0.1085813888888889
16/01/2021,The Beatles,0.006443888888888889
16/01/2021,Queen,0.0001125
16/01/2021,Aerosmith,0.00011833333333333334
16/01/2021,The Rolling Stones,0.0005213888888888889
16/01/2021,The Beatles,0.00032583333333333336
16/01/2021,AC/DC,0.00021305555555555558
16/01/2021,The Rolling Stones,0.09277777777777778
16/01/2021,Black Sabbath,0.00013027777777777777
16/01/2021,The Beatles,0.04303694444444444
16/01/2021,The Beatles,0.045407222222222224
16/01/2021,AC/DC,0.06653333333333333
16/01/2021,Queen,0.09842222222222222
16/01/2021,The Rolling Stones,0.08018499999999999
16/01/2021,Creedence Clearwater Revival,0.04448138888888889
16/01/2021,The Beatles,0.03328138888888889
16/01/2021,Led Zeppelin,0.05893333333333333
16/01/2021,AC/DC,0.06243694444444445
16/01/2021,Arctic Monkeys,0.00019527777777777778
16/01/2021,The Beatles,0.00014805555555555554
16/01/2021,Queen,0.00016583333333333334
16/01/2021,The Rolling Stones,0.00015999999999999999
16/01/2021,AC/DC,0.00014194444444444446
16/01/2021,Led Zeppelin,0.00018944444444444445
16/01/2021,The Beatles,0.004711111111111111
16/01/2021,AC/DC,0.0002547222222222222
16/01/2021,AC/DC,0.0011258333333333333
16/01/2021,AC/DC,0.00018944444444444445
