data,artista_podcast,nome_da_musica,msPlayed,minutos,horas
18/02/2021,Black Sabbath,Children of the Grave,835,0.013916666666666667,0.00023194444444444445
18/02/2021,Black Sabbath,Sweet Leaf,1300,0.021666666666666667,0.00036111111111111115
18/02/2021,Led Zeppelin,Communication Breakdown - 1/4/71 Paris Theatre;Remaster,5038,0.08396666666666666,0.0013994444444444443
18/02/2021,Led Zeppelin,Communication Breakdown - 1/4/71 Paris Theatre;Remaster,40751,0.6791833333333334,0.011319722222222222
18/02/2021,Queen,Another One Bites The Dust - Remastered 2011,1973,0.032883333333333334,0.0005480555555555555
18/02/2021,Aerosmith,Oh Yeah,1068,0.0178,0.00029666666666666665
18/02/2021,The Beatles,Yesterday - Remastered 2009,123530,2.0588333333333333,0.03431388888888889
18/02/2021,Led Zeppelin,Immigrant Song - Remaster,146250,2.4375,0.040625
18/02/2021,Led Zeppelin,Misty Mountain Hop - Remaster,278907,4.64845,0.07747416666666668
18/02/2021,The Rolling Stones,Rain Fall Down - Remastered 2009,293800,4.8966666666666665,0.0816111111111111
18/02/2021,The Beatles,Something - Remastered 2009,182293,3.0382166666666666,0.05063694444444444
18/02/2021,Led Zeppelin,Since I've Been Loving You - Remaster,444800,7.413333333333333,0.12355555555555556
18/02/2021,Queen,I Want To Break Free - Single Remix,258013,4.300216666666667,0.07167027777777778
18/02/2021,Led Zeppelin,When the Levee Breaks - Remaster,430320,7.172,0.11953333333333332
18/02/2021,Black Sabbath,Damaged Soul,471666,7.8611,0.13101833333333335
18/02/2021,The Beatles,Michelle - Remastered 2009,162373,2.7062166666666667,0.045103611111111115
18/02/2021,AC/DC,Sin City,285040,4.750666666666667,0.07917777777777778
18/02/2021,Queen,Radio Ga Ga - Remastered 2011,348226,5.803766666666666,0.09672944444444444
18/02/2021,The Beatles,I Want To Hold Your Hand - Remastered 2009,146720,2.445333333333333,0.04075555555555555
18/02/2021,Creedence Clearwater Revival,Fortunate Son,140773,2.346216666666667,0.03910361111111112
18/02/2021,AC/DC,Stiff Upper Lip,789,0.01315,0.00021916666666666666
18/02/2021,Queen,Somebody To Love - Remastered 2011,162233,2.703883333333333,0.04506472222222222
18/02/2021,Aerosmith,Road Runner,1207,0.020116666666666668,0.0003352777777777778
18/02/2021,AC/DC,Fire Your Guns,835,0.013916666666666667,0.00023194444444444445
18/02/2021,AC/DC,Cover You in Oil,1137,0.01895,0.0003158333333333334
18/02/2021,Aerosmith,Cryin',835,0.013916666666666667,0.00023194444444444445
18/02/2021,AC/DC,Shot In The Dark,1021,0.017016666666666666,0.0002836111111111111
18/02/2021,AC/DC,Guns for Hire,1114,0.018566666666666665,0.00030944444444444444
18/02/2021,AC/DC,Gone Shootin',789,0.01315,0.00021916666666666666
18/02/2021,AC/DC,Shoot to Thrill,317426,5.2904333333333335,0.0881738888888889
18/02/2021,The Beatles,Drive My Car - Remastered 2009,835,0.013916666666666667,0.00023194444444444445
18/02/2021,Aerosmith,Amazing,1114,0.018566666666666665,0.00030944444444444444
18/02/2021,The Beatles,Hey Jude - Remastered 2015,1044,0.0174,0.00029
18/02/2021,AC/DC,Flick of the Switch,789,0.01315,0.00021916666666666666
18/02/2021,The Beatles,I Saw Her Standing There - Remastered 2009,1578,0.0263,0.0004383333333333333
18/02/2021,The Beatles,The Night Before - Remastered 2009,743,0.012383333333333333,0.00020638888888888888
18/02/2021,Led Zeppelin,Fool in the Rain - Remaster,673,0.011216666666666666,0.00018694444444444444
18/02/2021,David Bowie,Let's Dance - 2018 Remaster,17670,0.2945,0.004908333333333333
18/02/2021,David Bowie,Let's Dance - 2018 Remaster,603,0.01005,0.0001675
18/02/2021,Eric Clapton,"Nobody Knows You When You're Down and Out - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",1044,0.0174,0.00029
18/02/2021,Led Zeppelin,Since I've Been Loving You - Remaster,882,0.0147,0.000245
18/02/2021,The Rolling Stones,"Paint It, Black",766,0.012766666666666667,0.0002127777777777778
18/02/2021,The Rolling Stones,It's Only Rock'n'Roll (But I Like It) - Remastered 2009,1695,0.02825,0.00047083333333333336
18/02/2021,The Rolling Stones,It's Only Rock'n'Roll (But I Like It) - Remastered 2009,882,0.0147,0.000245
18/02/2021,David Bowie,Rebel Rebel - 2016 Remaster,928,0.015466666666666667,0.0002577777777777778
18/02/2021,The Beatles,Help! - Remastered 2009,835,0.013916666666666667,0.00023194444444444445
18/02/2021,Aerosmith,Luv Lies,696,0.0116,0.0001933333333333333
18/02/2021,Aerosmith,Luv Lies,1021,0.017016666666666666,0.0002836111111111111
18/02/2021,Dire Straits,Lady Writer,743,0.012383333333333333,0.00020638888888888888
18/02/2021,Dire Straits,Lady Writer,464,0.007733333333333333,0.0001288888888888889
18/02/2021,Dire Straits,Money For Nothing,766,0.012766666666666667,0.0002127777777777778
18/02/2021,AC/DC,Dirty Deeds Done Dirt Cheap,766,0.012766666666666667,0.0002127777777777778
18/02/2021,The Beatles,You're Going To Lose That Girl - Remastered 2009,1021,0.017016666666666666,0.0002836111111111111
18/02/2021,The Beatles,Day Tripper - Remastered 2015,1044,0.0174,0.00029
18/02/2021,AC/DC,Girls Got Rhythm,998,0.016633333333333333,0.0002772222222222222
18/02/2021,AC/DC,Black Ice,719,0.011983333333333334,0.00019972222222222223
18/02/2021,AC/DC,Rock N Roll Dream,882,0.0147,0.000245
18/02/2021,AC/DC,High Voltage,789,0.01315,0.00021916666666666666
18/02/2021,AC/DC,Who Made Who,1695,0.02825,0.00047083333333333336
18/02/2021,Queen,We Will Rock You - Remastered 2011,928,0.015466666666666667,0.0002577777777777778
18/02/2021,AC/DC,Dog Eat Dog,650,0.010833333333333334,0.00018055555555555557
18/02/2021,AC/DC,Boogie Man,134599,2.243316666666667,0.037388611111111116
18/02/2021,Dire Straits,Money For Nothing,510933,8.51555,0.14192583333333333
18/02/2021,AC/DC,Rock 'N' Roll Damnation,1877,0.03128333333333334,0.0005213888888888889
18/02/2021,The Beatles,I Should Have Known Better - Remastered 2009,1301,0.021683333333333332,0.00036138888888888885
18/02/2021,The Beatles,Don't Let Me Down - Remastered 2009,767,0.012783333333333334,0.00021305555555555558
18/02/2021,AC/DC,Jailbreak,704,0.011733333333333333,0.00019555555555555556
18/02/2021,Aerosmith,What Could Have Been Love,511,0.008516666666666667,0.00014194444444444446
18/02/2021,The Beatles,Come Together - Remastered 2009,896,0.014933333333333333,0.0002488888888888889
18/02/2021,Led Zeppelin,When the Levee Breaks - Remaster,2282,0.038033333333333336,0.0006338888888888889
18/02/2021,Creedence Clearwater Revival,Have You Ever Seen The Rain,725,0.012083333333333333,0.0002013888888888889
18/02/2021,The Beatles,Twist And Shout - Remastered 2009,789,0.01315,0.00021916666666666666
18/02/2021,Queen,Don't Stop Me Now - Remastered 2011,810,0.0135,0.000225
18/02/2021,AC/DC,That's the Way I Wanna Rock 'N' Roll,874,0.014566666666666667,0.0002427777777777778
18/02/2021,Black Sabbath,N.I.B.,6933,0.11555,0.0019258333333333334
18/02/2021,The Beatles,I Will - 2018 Mix,789,0.01315,0.00021916666666666666
18/02/2021,Aerosmith,Can't Stop Lovin' You (with Carrie Underwood),960,0.016,0.0002666666666666667
18/02/2021,Huey Lewis & The News,The Power Of Love,853,0.014216666666666667,0.00023694444444444446
18/02/2021,The Beatles,Love Me Do - Remastered 2009,1301,0.021683333333333332,0.00036138888888888885
18/02/2021,AC/DC,You Shook Me All Night Long,1343,0.022383333333333335,0.00037305555555555556
18/02/2021,The Beatles,With A Little Help From My Friends - Remastered 2009,703,0.011716666666666667,0.00019527777777777778
18/02/2021,AC/DC,Thunderstruck,874,0.014566666666666667,0.0002427777777777778
18/02/2021,AC/DC,Thunderstruck,511,0.008516666666666667,0.00014194444444444446
18/02/2021,Queen,We Are The Champions - Remastered 2011,789,0.01315,0.00021916666666666666
18/02/2021,The Who,Baba O'Riley,768,0.0128,0.00021333333333333333
18/02/2021,AC/DC,Let's Get It Up,725,0.012083333333333333,0.0002013888888888889
18/02/2021,Eric Clapton,"Don't Cry Sister (with J. J. Cale) - Live at Ipayone Center, San Diego, CA, 3/15/2007",661,0.011016666666666666,0.0001836111111111111
18/02/2021,The Rolling Stones,Stray Cat Blues - 50th Anniversary Edition,853,0.014216666666666667,0.00023694444444444446
18/02/2021,Black Sabbath,N.I.B.,364493,6.074883333333333,0.10124805555555555
18/02/2021,AC/DC,Thunderstruck,212,0.003533333333333333,5.888888888888889e-05
18/02/2021,AC/DC,You Shook Me All Night Long,180544,3.0090666666666666,0.05015111111111111
18/02/2021,Inteligência Ltda.,"062 - MARCOS CHIESA, O BOLA (PÂNICO NA TV)",3584,0.05973333333333333,0.0009955555555555555
18/02/2021,Inteligência Ltda.,"062 - MARCOS CHIESA, O BOLA (PÂNICO NA TV)",3571391,59.523183333333336,0.9920530555555556
18/02/2021,Mauricio Meirelles Podcast,EP #61 - COMO O WEBBULLYING MUDOU A MINHA VIDA?,33854,0.5642333333333334,0.009403888888888889
18/02/2021,Os Sócios Podcast,Os Sócios 02 - O IMPACTO DA LEITURA: Como ler mais e melhor?,2212945,36.882416666666664,0.6147069444444444
19/02/2021,Queen,Another One Bites The Dust - Remastered 2011,214653,3.57755,0.059625833333333336
19/02/2021,Dire Straits,Money For Nothing,418101,6.96835,0.11613916666666667
19/02/2021,Led Zeppelin,Stairway to Heaven - Remaster,485013,8.08355,0.13472583333333335
19/02/2021,AC/DC,Evil Walks,263666,4.394433333333334,0.07324055555555556
19/02/2021,The Rolling Stones,Streets Of Love - Remastered 2009,309306,5.1551,0.08591833333333333
19/02/2021,Led Zeppelin,Since I've Been Loving You - Remaster,444148,7.402466666666666,0.12337444444444444
19/02/2021,AC/DC,Jailbreak,280960,4.682666666666667,0.07804444444444444
19/02/2021,The Beatles,I'm Happy Just To Dance With You - Remastered 2009,116373,1.93955,0.03232583333333334
19/02/2021,The Beatles,Come Together - Remastered 2009,259946,4.332433333333333,0.07220722222222223
19/02/2021,The Beatles,And I Love Her - Remastered 2009,149693,2.494883333333333,0.04158138888888888
19/02/2021,Aerosmith,Amazing,975,0.01625,0.0002708333333333333
19/02/2021,The Who,Behind Blue Eyes,75432,1.2572,0.020953333333333334
19/02/2021,AC/DC,Flick of the Switch,3018,0.0503,0.0008383333333333333
19/02/2021,Queen,Somebody To Love - Remastered 2011,2438,0.040633333333333334,0.0006772222222222222
19/02/2021,Eric Clapton,"Don't Cry Sister (with J. J. Cale) - Live at Ipayone Center, San Diego, CA, 3/15/2007",2182,0.036366666666666665,0.0006061111111111111
19/02/2021,The Beatles,I'm Looking Through You - Remastered 2009,1091,0.018183333333333333,0.00030305555555555554
19/02/2021,Led Zeppelin,Immigrant Song - Remaster,1578,0.0263,0.0004383333333333333
19/02/2021,The Who,Won't Get Fooled Again - Original Album Version,1857,0.03095,0.0005158333333333333
19/02/2021,The Rolling Stones,Rain Fall Down - Remastered 2009,1602,0.0267,0.00044500000000000003
19/02/2021,Aerosmith,Walk This Way,1718,0.028633333333333334,0.00047722222222222225
19/02/2021,Black Sabbath,Children of the Grave,1207,0.020116666666666668,0.0003352777777777778
19/02/2021,AC/DC,Gone Shootin',1021,0.017016666666666666,0.0002836111111111111
19/02/2021,The Rolling Stones,Stray Cat Blues - 50th Anniversary Edition,1114,0.018566666666666665,0.00030944444444444444
19/02/2021,The Who,Won't Get Fooled Again - Original Album Version,511400,8.523333333333333,0.14205555555555555
19/02/2021,Creedence Clearwater Revival,Fortunate Son,1369,0.022816666666666666,0.0003802777777777778
19/02/2021,Scorpions,Wind Of Change,998,0.016633333333333333,0.0002772222222222222
19/02/2021,Led Zeppelin,Over the Hills and Far Away - Remaster,36614,0.6102333333333333,0.010170555555555554
19/02/2021,Arctic Monkeys,Fluorescent Adolescent,183893,3.0648833333333334,0.05108138888888889
19/02/2021,Aerosmith,Can't Stop Lovin' You (with Carrie Underwood),1532,0.025533333333333335,0.0004255555555555556
19/02/2021,Led Zeppelin,Heartbreaker - Remaster,8916,0.1486,0.002476666666666667
19/02/2021,The Beatles,You Won't See Me - Remastered 2009,1300,0.021666666666666667,0.00036111111111111115
19/02/2021,Led Zeppelin,Good Times Bad Times - 1993 Remaster,1602,0.0267,0.00044500000000000003
19/02/2021,AC/DC,Emission Control,1602,0.0267,0.00044500000000000003
19/02/2021,The Beatles,The Night Before - Remastered 2009,1578,0.0263,0.0004383333333333333
19/02/2021,AC/DC,Big Gun,1393,0.023216666666666667,0.0003869444444444444
19/02/2021,Black Sabbath,Sweet Leaf,952,0.015866666666666668,0.0002644444444444445
19/02/2021,Aerosmith,Luv Lies,3366,0.0561,0.000935
19/02/2021,Queen,Bohemian Rhapsody - Remastered 2011,1044,0.0174,0.00029
19/02/2021,The Beatles,With A Little Help From My Friends - Remastered 2009,1068,0.0178,0.00029666666666666665
19/02/2021,The Rolling Stones,Sympathy For The Devil - 50th Anniversary Edition,1300,0.021666666666666667,0.00036111111111111115
19/02/2021,The Beatles,I Feel Fine - Remastered 2015,1114,0.018566666666666665,0.00030944444444444444
19/02/2021,The Beatles,A Hard Day's Night - Remastered 2009,2136,0.0356,0.0005933333333333333
19/02/2021,Dire Straits,Sultans Of Swing,348400,5.806666666666667,0.09677777777777778
19/02/2021,The Rolling Stones,Harlem Shuffle - Remastered 2009,975,0.01625,0.0002708333333333333
19/02/2021,Black Sabbath,Damaged Soul,1300,0.021666666666666667,0.00036111111111111115
19/02/2021,Creedence Clearwater Revival,Have You Ever Seen The Rain,3018,0.0503,0.0008383333333333333
19/02/2021,Eric Clapton,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",835,0.013916666666666667,0.00023194444444444445
19/02/2021,Eric Clapton,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",1207,0.020116666666666668,0.0003352777777777778
19/02/2021,The Beatles,Don't Bother Me - Remastered 2009,2182,0.036366666666666665,0.0006061111111111111
19/02/2021,AC/DC,That's the Way I Wanna Rock 'N' Roll,2693,0.04488333333333333,0.0007480555555555555
19/02/2021,AC/DC,That's the Way I Wanna Rock 'N' Roll,835,0.013916666666666667,0.00023194444444444445
19/02/2021,The Beatles,I Saw Her Standing There - Remastered 2009,4411,0.07351666666666666,0.0012252777777777776
19/02/2021,Aerosmith,Dude (Looks Like A Lady),952,0.015866666666666668,0.0002644444444444445
19/02/2021,The Beatles,For No One - Remastered 2009,185,0.0030833333333333333,5.138888888888889e-05
19/02/2021,The Beatles,For No One - Remastered 2009,1230,0.0205,0.00034166666666666666
19/02/2021,AC/DC,Touch Too Much,2832,0.0472,0.0007866666666666666
19/02/2021,Aerosmith,Pink,1091,0.018183333333333333,0.00030305555555555554
19/02/2021,AC/DC,Hard as a Rock,719,0.011983333333333334,0.00019972222222222223
19/02/2021,AC/DC,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),952,0.015866666666666668,0.0002644444444444445
19/02/2021,Aerosmith,Road Runner,905,0.015083333333333334,0.0002513888888888889
19/02/2021,Aerosmith,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",1718,0.028633333333333334,0.00047722222222222225
19/02/2021,The Rolling Stones,Doom And Gloom,1416,0.0236,0.0003933333333333333
19/02/2021,AC/DC,Girls Got Rhythm,928,0.015466666666666667,0.0002577777777777778
19/02/2021,AC/DC,Moneytalks,1044,0.0174,0.00029
19/02/2021,AC/DC,Let's Get It Up,117821,1.9636833333333332,0.03272805555555555
19/02/2021,AC/DC,Shot Down in Flames,1091,0.018183333333333333,0.00030305555555555554
19/02/2021,Eric Clapton,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",289026,4.8171,0.080285
19/02/2021,The Beatles,For No One - Remastered 2009,119813,1.9968833333333333,0.03328138888888889
19/02/2021,AC/DC,Are You Ready,3297,0.05495,0.0009158333333333333
19/02/2021,The Beatles,I Saw Her Standing There - Remastered 2009,3018,0.0503,0.0008383333333333333
19/02/2021,AC/DC,Guns for Hire,4551,0.07585,0.0012641666666666667
19/02/2021,AC/DC,Fire Your Guns,1114,0.018566666666666665,0.00030944444444444444
19/02/2021,AC/DC,Dirty Deeds Done Dirt Cheap,3552,0.0592,0.0009866666666666667
19/02/2021,The Rolling Stones,Rock And A Hard Place,859,0.014316666666666667,0.00023861111111111113
19/02/2021,Led Zeppelin,D'yer Mak'er - Remaster,1277,0.021283333333333335,0.00035472222222222226
19/02/2021,Led Zeppelin,"Hey, Hey, What Can I Do - Remaster",236760,3.946,0.06576666666666667
19/02/2021,Queen,Love Of My Life - Remastered 2011,7913,0.13188333333333332,0.0021980555555555555
19/02/2021,Black Sabbath,War Pigs,474400,7.906666666666666,0.13177777777777777
19/02/2021,Queen,Love Of My Life - Remastered 2011,1045,0.017416666666666667,0.0002902777777777778
19/02/2021,The Rolling Stones,Respectable - Remastered,1983,0.03305,0.0005508333333333334
19/02/2021,The Rolling Stones,Don't Stop,239146,3.9857666666666667,0.06642944444444444
19/02/2021,Led Zeppelin,When the Levee Breaks - Remaster,1173,0.01955,0.00032583333333333336
19/02/2021,The Beatles,I Am The Walrus - Remastered 2009,640,0.010666666666666666,0.00017777777777777776
19/02/2021,Black Sabbath,N.I.B.,576,0.0096,0.00015999999999999999
19/02/2021,The Rolling Stones,You Can't Always Get What You Want,1088,0.018133333333333335,0.0003022222222222222
19/02/2021,Eric Clapton,"Nobody Knows You When You're Down and Out - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",704,0.011733333333333333,0.00019555555555555556
19/02/2021,The Beatles,I Want To Hold Your Hand - Remastered 2009,810,0.0135,0.000225
19/02/2021,AC/DC,Have a Drink on Me,661,0.011016666666666666,0.0001836111111111111
19/02/2021,Aerosmith,Dream On,703,0.011716666666666667,0.00019527777777777778
19/02/2021,Led Zeppelin,Communication Breakdown - 1/4/71 Paris Theatre;Remaster,661,0.011016666666666666,0.0001836111111111111
19/02/2021,AC/DC,Cover You in Oil,789,0.01315,0.00021916666666666666
19/02/2021,Aerosmith,Oh Yeah,27906,0.4651,0.007751666666666667
19/02/2021,The Who,Baba O'Riley,938,0.015633333333333332,0.00026055555555555554
19/02/2021,The Beatles,Back In The U.S.S.R. - 2018 Mix,810,0.0135,0.000225
19/02/2021,Eric Clapton,"Nobody Knows You When You're Down and Out - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",235426,3.923766666666667,0.06539611111111111
19/02/2021,The Who,Baba O'Riley,300400,5.006666666666667,0.08344444444444445
19/02/2021,The Rolling Stones,Out Of Control,283840,4.730666666666667,0.07884444444444445
19/02/2021,Aerosmith,Sunny Side Of Love,151447,2.5241166666666666,0.04206861111111111
19/02/2021,Sinapse,Sinapse #57 - Os Problemas de Viajar até Marte,1974278,32.90463333333334,0.5484105555555556
19/02/2021,Data Hackers,Tendências para Dados em 2021 - Data Hackers Podcast 36,2816463,46.94105,0.7823508333333333
19/02/2021,NerdCast,NerdCast 765 - Não vale usar Google 3,1407710,23.461833333333335,0.3910305555555556
20/02/2021,NerdCast,NerdCast 765 - Não vale usar Google 3,163456,2.724266666666667,0.04540444444444445
20/02/2021,NerdCast,Speak English 36 - Expectativa VS Realidade,1961653,32.69421666666667,0.5449036111111112
20/02/2021,Hipsters Ponto Tech,O Ecossistema Frontend da Gupy – Hipsters On The Road #52,1810147,30.169116666666667,0.5028186111111111
20/02/2021,NerdCast,Speak English 36 - Expectativa VS Realidade,0,0.0,0.0
20/02/2021,Inteligência Ltda.,066 - NANY PEOPLE,2333184,38.8864,0.6481066666666667
20/02/2021,Inteligência Ltda.,066 - NANY PEOPLE,5419658,90.32763333333334,1.5054605555555556
20/02/2021,Lynyrd Skynyrd,Sweet Home Alabama,1514,0.025233333333333333,0.0004205555555555556
20/02/2021,Led Zeppelin,D'yer Mak'er - Remaster,11584,0.19306666666666666,0.0032177777777777777
20/02/2021,Lynyrd Skynyrd,Simple Man,347967,5.79945,0.09665750000000001
20/02/2021,The Beatles,Roll Over Beethoven - Remastered 2009,1493,0.024883333333333334,0.00041472222222222225
20/02/2021,Lynyrd Skynyrd,Simple Man,2048,0.034133333333333335,0.000568888888888889
20/02/2021,Lynyrd Skynyrd,Free Bird,208917,3.48195,0.0580325
20/02/2021,AC/DC,Boogie Man,1962,0.0327,0.000545
20/02/2021,Led Zeppelin,Going to California - Remaster,3520,0.058666666666666666,0.0009777777777777777
20/02/2021,The Beatles,The Night Before - Remastered 2009,2794,0.046566666666666666,0.0007761111111111111
20/02/2021,Lynyrd Skynyrd,Gimme Three Steps,270293,4.504883333333333,0.07508138888888888
20/02/2021,AC/DC,Who Made Who,1450,0.024166666666666666,0.0004027777777777778
20/02/2021,Aerosmith,Legendary Child,1237,0.020616666666666665,0.0003436111111111111
20/02/2021,Arctic Monkeys,Why'd You Only Call Me When You're High?,120960,2.016,0.0336
20/02/2021,Lynyrd Skynyrd,Tuesday's Gone,122197,2.0366166666666667,0.03394361111111111
20/02/2021,Eric Clapton,"Alberta - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",895,0.014916666666666667,0.0002486111111111111
20/02/2021,Led Zeppelin,Whole Lotta Love - Remaster,1258,0.020966666666666668,0.0003494444444444445
20/02/2021,AC/DC,Highway to Hell,1813,0.030216666666666666,0.0005036111111111111
20/02/2021,Led Zeppelin,Fool in the Rain - Remaster,9322,0.15536666666666665,0.002589444444444444
20/02/2021,The Beatles,All My Loving - Remastered 2009,1258,0.020966666666666668,0.0003494444444444445
20/02/2021,AC/DC,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),2304,0.0384,0.0006399999999999999
20/02/2021,AC/DC,Fly on the Wall,2133,0.03555,0.0005924999999999999
20/02/2021,The Rolling Stones,Streets Of Love - Remastered 2009,2773,0.04621666666666667,0.0007702777777777778
20/02/2021,AC/DC,Mistress for Christmas,1386,0.0231,0.000385
20/02/2021,Lynyrd Skynyrd,Sweet Home Alabama,273877,4.564616666666667,0.07607694444444445
20/02/2021,Aerosmith,Luv Lies,1194,0.0199,0.0003316666666666667
20/02/2021,Aerosmith,Sunny Side Of Love,1578,0.0263,0.0004383333333333333
20/02/2021,The Beatles,Back In The U.S.S.R. - 2018 Mix,1685,0.02808333333333333,0.00046805555555555554
20/02/2021,Black Sabbath,Iron Man,3285,0.05475,0.0009125
20/02/2021,The Beatles,Here Comes The Sun - Remastered 2009,1557,0.02595,0.0004325
20/02/2021,David Bowie,Starman - 2012 Remaster,254293,4.238216666666666,0.07063694444444443
20/02/2021,AC/DC,Girls Got Rhythm,71628,1.1938,0.019896666666666667
20/02/2021,Inteligência Ltda.,"062 - MARCOS CHIESA, O BOLA (PÂNICO NA TV)",5994,0.0999,0.001665
21/02/2021,David Bowie,The Man Who Sold the World - 2015 Remaster,82154,1.3692333333333333,0.022820555555555556
22/02/2021,David Bowie,The Man Who Sold the World - 2015 Remaster,121579,2.0263166666666668,0.033771944444444445
22/02/2021,Dire Straits,Sultans Of Swing,346766,5.779433333333333,0.09632388888888889
22/02/2021,AC/DC,Hail Caesar,1439,0.023983333333333332,0.0003997222222222222
22/02/2021,Creedence Clearwater Revival,Have You Ever Seen The Rain,37616,0.6269333333333333,0.01044888888888889
22/02/2021,Queen,Somebody To Love - Remastered 2011,3413,0.056883333333333334,0.0009480555555555556
22/02/2021,Creedence Clearwater Revival,Have You Ever Seen The Rain,160133,2.6688833333333335,0.04448138888888889
22/02/2021,Queen,Love Of My Life - Remastered 2011,1671,0.02785,0.00046416666666666666
22/02/2021,AC/DC,If You Want Blood (You've Got It),1486,0.024766666666666666,0.00041277777777777775
22/02/2021,AC/DC,Hell Ain't a Bad Place to Be,2275,0.03791666666666667,0.0006319444444444444
22/02/2021,Queen,Don't Stop Me Now - Remastered 2011,1021,0.017016666666666666,0.0002836111111111111
22/02/2021,Queen,Somebody To Love - Remastered 2011,23617,0.39361666666666667,0.006560277777777778
22/02/2021,The Beatles,The Night Before - Remastered 2009,2136,0.0356,0.0005933333333333333
22/02/2021,Led Zeppelin,Communication Breakdown - 1/4/71 Paris Theatre;Remaster,1160,0.019333333333333334,0.0003222222222222222
22/02/2021,Aerosmith,Oh Yeah,998,0.016633333333333333,0.0002772222222222222
22/02/2021,The Beatles,Yesterday - Remastered 2009,1741,0.029016666666666666,0.0004836111111111111
22/02/2021,Black Sabbath,Sabbath Bloody Sabbath,1230,0.0205,0.00034166666666666666
22/02/2021,Led Zeppelin,D'yer Mak'er - Remaster,1462,0.024366666666666665,0.0004061111111111111
22/02/2021,Led Zeppelin,When the Levee Breaks - Remaster,430320,7.172,0.11953333333333332
22/02/2021,Huey Lewis & The News,The Power Of Love,234333,3.90555,0.0650925
22/02/2021,AC/DC,Cover You in Oil,272640,4.544,0.07573333333333333
22/02/2021,The Rolling Stones,Harlem Shuffle - Remastered 2009,204426,3.4071,0.056784999999999995
22/02/2021,AC/DC,What's Next to the Moon,211813,3.5302166666666666,0.05883694444444444
22/02/2021,The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version,222813,3.71355,0.0618925
22/02/2021,Dire Straits,Money For Nothing,510933,8.51555,0.14192583333333333
22/02/2021,Lynyrd Skynyrd,Sweet Home Alabama,283800,4.73,0.07883333333333334
22/02/2021,The Beatles,Baby It's You - Remastered 2009,141277,2.354616666666667,0.03924361111111111
22/02/2021,Aerosmith,Sunny Side Of Love,882,0.0147,0.000245
22/02/2021,Eric Clapton,"Nobody Knows You When You're Down and Out - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",201270,3.3545,0.05590833333333333
22/02/2021,David Bowie,Rebel Rebel - 2016 Remaster,274746,4.5791,0.07631833333333334
22/02/2021,The Rolling Stones,Miss You - Remastered,1439,0.023983333333333332,0.0003997222222222222
22/02/2021,The Beatles,I'm Happy Just To Dance With You - Remastered 2009,928,0.015466666666666667,0.0002577777777777778
22/02/2021,Queen,Radio Ga Ga - Remastered 2011,1114,0.018566666666666665,0.00030944444444444444
22/02/2021,Aerosmith,What Could Have Been Love,905,0.015083333333333334,0.0002513888888888889
22/02/2021,The Beatles,You're Going To Lose That Girl - Remastered 2009,5955,0.09925,0.0016541666666666668
22/02/2021,AC/DC,Girls Got Rhythm,203293,3.3882166666666667,0.05647027777777778
22/02/2021,Eric Clapton,"Alberta - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",1486,0.024766666666666666,0.00041277777777777775
22/02/2021,Aerosmith,Cryin',1462,0.024366666666666665,0.0004061111111111111
22/02/2021,AC/DC,Stick Around,1021,0.017016666666666666,0.0002836111111111111
22/02/2021,The Rolling Stones,Rocks Off,3506,0.05843333333333333,0.0009738888888888888
22/02/2021,Black Sabbath,War Pigs,1253,0.020883333333333334,0.00034805555555555555
22/02/2021,Black Sabbath,War Pigs,626,0.010433333333333333,0.00017388888888888887
22/02/2021,Queen,I Want To Break Free - Single Remix,1184,0.019733333333333332,0.00032888888888888887
22/02/2021,Aerosmith,What Could Have Been Love,8468,0.14113333333333333,0.002352222222222222
22/02/2021,Lynyrd Skynyrd,Tuesday's Gone,998,0.016633333333333333,0.0002772222222222222
22/02/2021,Lynyrd Skynyrd,Tuesday's Gone,2786,0.04643333333333333,0.0007738888888888888
22/02/2021,AC/DC,High Voltage,1509,0.02515,0.00041916666666666665
22/02/2021,AC/DC,Satellite Blues,8397,0.13995,0.0023325
22/02/2021,AC/DC,Satellite Blues,226333,3.7722166666666666,0.06287027777777777
