data,data,nome_da_musica,msPlayed,minutos,horas
2021-02-22,22/02/2021,Under Pressure     2011 (Queen),1671,0.02785,0.00046416666666666666
2021-02-22,22/02/2021,Road Runner (Aerosmith),1462,0.024366666666666665,0.0004061111111111111
2021-02-22,22/02/2021,Wonderful Tonight (Eric Clapton),87516,1.4586,0.02431
2021-02-22,22/02/2021,Out Of Control (The Rolling Stones),1369,0.022816666666666666,0.0003802777777777778
2021-02-22,22/02/2021,Baba O'Riley (The Who),2716,0.04526666666666666,0.0007544444444444444
2021-02-22,22/02/2021,Boogie Man (AC/DC),1253,0.020883333333333334,0.00034805555555555555
2021-02-22,22/02/2021,Still Loving You (Scorpions),403453,6.724216666666667,0.11207027777777778
2021-02-22,22/02/2021,Good Times Bad Times   1993   (Led Zeppelin),166266,2.7711,0.046185000000000004
2021-02-22,22/02/2021,Guns for Hire (AC/DC),204720,3.412,0.05686666666666666
2021-02-22,22/02/2021,Over the Hills and Far Away     (Led Zeppelin),289066,4.8177666666666665,0.08029611111111111
2021-02-22,22/02/2021,Lady Writer (Dire Straits),418538,6.975633333333334,0.11626055555555556
2021-02-22,22/02/2021,Walk Of Life (Dire Straits),249960,4.166,0.06943333333333333
2021-02-22,22/02/2021,Simple Man (Lynyrd Skynyrd),199253,3.320883333333333,0.05534805555555555
2021-02-22,22/02/2021,Since I've Been Loving You     (Led Zeppelin),4833,0.08055,0.0013425
2021-02-22,22/02/2021,Simple Man (Lynyrd Skynyrd),158692,2.6448666666666667,0.04408111111111111
2021-02-23,23/02/2021,Loner (Black Sabbath),8780,0.14633333333333334,0.002438888888888889
2021-02-23,23/02/2021,Stairway to Heaven     (Led Zeppelin),485013,8.08355,0.13472583333333335
2021-02-23,23/02/2021,Stairway to Heaven     (Led Zeppelin),266986,4.449766666666667,0.07416277777777779
2021-02-23,23/02/2021,Stairway to Heaven     (Led Zeppelin),605269,10.087816666666667,0.16813027777777778
2021-02-23,23/02/2021,Loner (Black Sabbath),299933,4.998883333333334,0.08331472222222222
2021-02-23,23/02/2021,Day Tripper     2015 (The Beatles),169000,2.816666666666667,0.04694444444444445
2021-02-23,23/02/2021,Come Together     2009 (The Beatles),259946,4.332433333333333,0.07220722222222223
2021-02-23,23/02/2021,Losing My Religion (R.E.M.),268426,4.473766666666666,0.07456277777777777
2021-02-23,23/02/2021,Sweet Home Alabama (Lynyrd Skynyrd),283800,4.73,0.07883333333333334
2021-02-23,23/02/2021,Wind Of Change (Scorpions),312360,5.206,0.08676666666666667
2021-02-23,23/02/2021,Evil Walks (AC/DC),263666,4.394433333333334,0.07324055555555556
2021-02-23,23/02/2021,Let's Get It Up (AC/DC),234026,3.9004333333333334,0.06500722222222223
2021-02-23,23/02/2021,Gimme Three Steps (Lynyrd Skynyrd),270293,4.504883333333333,0.07508138888888888
2021-02-23,23/02/2021,I'm Happy Just To Dance With You     2009 (The Beatles),2879,0.047983333333333336,0.0007997222222222223
2021-02-23,23/02/2021,Fly on the Wall (AC/DC),47398,0.7899666666666667,0.013166111111111111
2021-02-23,23/02/2021,The Seeker   Edit (The Who),2275,0.03791666666666667,0.0006319444444444444
2021-02-23,23/02/2021,Tuesday's Gone (Lynyrd Skynyrd),4760,0.07933333333333334,0.0013222222222222222
2021-02-23,23/02/2021,Do You Want To Know A Secret     2009 (The Beatles),5498,0.09163333333333333,0.0015272222222222221
2021-02-23,23/02/2021,Twist And Shout     2009 (The Beatles),661,0.011016666666666666,0.0001836111111111111
2021-02-23,23/02/2021,Let's Dance   2018   (David Bowie),1408,0.023466666666666667,0.0003911111111111111
2021-02-23,23/02/2021,Heaven and Hell   2009   (Black Sabbath),417840,6.964,0.11606666666666668
2021-02-23,23/02/2021,Crazy Little Thing Called Love     2011 (Queen),163373,2.7228833333333333,0.04538138888888889
2021-02-23,23/02/2021,Sin City (AC/DC),285040,4.750666666666667,0.07917777777777778
2021-02-23,23/02/2021,Drive My Car     2009 (The Beatles),6053,0.10088333333333334,0.001681388888888889
2021-02-23,23/02/2021,Luv Lies (Aerosmith),2113,0.03521666666666667,0.0005869444444444444
2021-02-23,23/02/2021,Baba O'Riley (The Who),3529,0.05881666666666667,0.0009802777777777778
2021-02-23,23/02/2021,I Feel Fine     2015 (The Beatles),2484,0.0414,0.00069
2021-02-23,23/02/2021,"Hey, Hey, What Can I Do     (Led Zeppelin)",71656,1.1942666666666666,0.019904444444444443
2021-02-23,23/02/2021,Shake a Leg (AC/DC),7337,0.12228333333333333,0.0020380555555555555
2021-02-23,23/02/2021,"Hey, Hey, What Can I Do     (Led Zeppelin)",165102,2.7517,0.04586166666666667
2021-02-23,23/02/2021,Sympathy For The Devil   50th Anniversary Edition (The Rolling Stones),4948,0.08246666666666666,0.0013744444444444444
2021-02-23,23/02/2021,Shot In The Dark (AC/DC),1880,0.03133333333333333,0.0005222222222222222
2021-02-23,23/02/2021,Rain Fall Down     2009 (The Rolling Stones),3460,0.057666666666666665,0.000961111111111111
2021-02-23,23/02/2021,Babe I'm Gonna Leave You     (Led Zeppelin),402920,6.715333333333334,0.11192222222222223
2021-02-23,23/02/2021,Love Of My Life     2011 (Queen),129036,2.1506,0.03584333333333333
2021-02-23,23/02/2021,A Hard Day's Night     2009 (The Beatles),1230,0.0205,0.00034166666666666666
2021-02-23,23/02/2021,Harlem Shuffle     2009 (The Rolling Stones),1137,0.01895,0.0003158333333333334
2021-02-23,23/02/2021,Behind Blue Eyes (The Who),1091,0.018183333333333333,0.00030305555555555554
2021-02-23,23/02/2021,Jesus Is On The Main Line (Aerosmith),1277,0.021283333333333335,0.00035472222222222226
2021-02-23,23/02/2021,Hard as a Rock (AC/DC),1207,0.020116666666666668,0.0003352777777777778
2021-02-23,23/02/2021,A Hard Day's Night     2009 (The Beatles),154200,2.57,0.04283333333333333
2021-02-23,23/02/2021,Rock and Roll     (Led Zeppelin),952,0.015866666666666668,0.0002644444444444445
2021-02-23,23/02/2021,Who Made Who (AC/DC),6671,0.11118333333333333,0.0018530555555555555
2021-02-23,23/02/2021,When the Levee Breaks     (Led Zeppelin),2925,0.04875,0.0008125000000000001
2021-02-23,23/02/2021,When the Levee Breaks     (Led Zeppelin),1021,0.017016666666666666,0.0002836111111111111
2021-02-23,23/02/2021,"Running On Faith   Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013   (Eric Clapton)",1253,0.020883333333333334,0.00034805555555555555
2021-02-23,23/02/2021,"Layla   Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013   (Eric Clapton)",1184,0.019733333333333332,0.00032888888888888887
2021-02-23,23/02/2021,Over the Hills and Far Away     (Led Zeppelin),789,0.01315,0.00021916666666666666
2021-02-23,23/02/2021,Somebody To Love     2011 (Queen),1323,0.02205,0.0003675
2021-02-23,23/02/2021,Guns for Hire (AC/DC),1091,0.018183333333333333,0.00030305555555555554
2021-02-23,23/02/2021,Black Dog     (Led Zeppelin),2925,0.04875,0.0008125000000000001
2021-02-23,23/02/2021,High Voltage (AC/DC),1346,0.022433333333333333,0.0003738888888888889
2021-02-23,23/02/2021,High Voltage (AC/DC),557,0.009283333333333333,0.00015472222222222222
2021-02-23,23/02/2021,We Will Rock You     2011 (Queen),1253,0.020883333333333334,0.00034805555555555555
2021-02-23,23/02/2021,We Will Rock You     2011 (Queen),766,0.012766666666666667,0.0002127777777777778
2021-02-23,23/02/2021,"Running On Faith   Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013   (Eric Clapton)",390893,6.514883333333334,0.1085813888888889
2021-02-23,23/02/2021,High Voltage (AC/DC),9568,0.15946666666666667,0.002657777777777778
2021-02-23,23/02/2021,I Am The Walrus     2009 (The Beatles),1207,0.020116666666666668,0.0003352777777777778
2021-02-23,23/02/2021,Shoot to Thrill (AC/DC),2182,0.036366666666666665,0.0006061111111111111
2021-02-23,23/02/2021,I Am The Walrus     2009 (The Beatles),4063,0.06771666666666666,0.001128611111111111
2021-02-23,23/02/2021,Shoot to Thrill (AC/DC),313004,5.216733333333333,0.08694555555555555
2021-02-24,24/02/2021,Fool in the Rain     (Led Zeppelin),38591,0.6431833333333333,0.010719722222222222
2021-02-24,24/02/2021,Walk Of Life (Dire Straits),249960,4.166,0.06943333333333333
2021-02-24,24/02/2021,With A Little Help From My Friends     2009 (The Beatles),164106,2.7351,0.045585
2021-02-24,24/02/2021,Something     2009 (The Beatles),182293,3.0382166666666666,0.05063694444444444
2021-02-24,24/02/2021,Rock 'N' Roll Damnation (AC/DC),217640,3.6273333333333335,0.06045555555555556
2021-02-24,24/02/2021,Shake a Leg (AC/DC),245666,4.094433333333333,0.06824055555555555
2021-02-24,24/02/2021,Babe I'm Gonna Leave You     (Led Zeppelin),402920,6.715333333333334,0.11192222222222223
2021-02-24,24/02/2021,I Feel Fine     2015 (The Beatles),139346,2.322433333333333,0.03870722222222222
2021-02-24,24/02/2021,Dream On (Aerosmith),266960,4.449333333333334,0.07415555555555556
2021-02-24,24/02/2021,Who Made Who (AC/DC),207146,3.4524333333333335,0.05754055555555556
2021-02-24,24/02/2021,Sin City (AC/DC),285040,4.750666666666667,0.07917777777777778
2021-02-24,24/02/2021,I Am The Walrus     2009 (The Beatles),1310,0.021833333333333333,0.0003638888888888889
2021-02-24,24/02/2021,Damaged Soul (Black Sabbath),5317,0.08861666666666666,0.0014769444444444444
2021-02-24,24/02/2021,I Am The Walrus     2009 (The Beatles),1904,0.031733333333333336,0.000528888888888889
2021-02-24,24/02/2021,What's Next to the Moon (AC/DC),1718,0.028633333333333334,0.00047722222222222225
2021-02-24,24/02/2021,Borrowed Time (AC/DC),8289,0.13815,0.0023025
2021-02-24,24/02/2021,Children of the Grave (Black Sabbath),2879,0.047983333333333336,0.0007997222222222223
2021-02-24,24/02/2021,Have a Drink on Me (AC/DC),4388,0.07313333333333333,0.0012188888888888887
2021-02-24,24/02/2021,Sabbath Bloody Sabbath (Black Sabbath),4551,0.07585,0.0012641666666666667
2021-02-24,24/02/2021,High Voltage (AC/DC),2205,0.03675,0.0006125
2021-02-24,24/02/2021,Do I Wanna Know? (Arctic Monkeys),80735,1.3455833333333334,0.022426388888888888
2021-02-24,24/02/2021,Who Are You (The Who),381626,6.360433333333333,0.10600722222222221
2021-02-24,24/02/2021,Dream On (Aerosmith),905,0.015083333333333334,0.0002513888888888889
2021-02-24,24/02/2021,Day Tripper     2015 (The Beatles),2395,0.03991666666666667,0.0006652777777777779
2021-02-24,24/02/2021,Crazy Little Thing Called Love     2011 (Queen),163373,2.7228833333333333,0.04538138888888889
2021-02-24,24/02/2021,Do You Want To Know A Secret     2009 (The Beatles),1137,0.01895,0.0003158333333333334
2021-02-24,24/02/2021,Do You Want To Know A Secret     2009 (The Beatles),1068,0.0178,0.00029666666666666665
2021-02-24,24/02/2021,Hey Jude     2015 (The Beatles),859,0.014316666666666667,0.00023861111111111113
2021-02-24,24/02/2021,Behind Blue Eyes (The Who),1207,0.020116666666666668,0.0003352777777777778
2021-02-24,24/02/2021,When the Levee Breaks     (Led Zeppelin),1021,0.017016666666666666,0.0002836111111111111
2021-02-24,24/02/2021,"Running On Faith   Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013   (Eric Clapton)",1091,0.018183333333333333,0.00030305555555555554
2021-02-24,24/02/2021,"Layla   Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013   (Eric Clapton)",1184,0.019733333333333332,0.00032888888888888887
2021-02-24,24/02/2021,Hell Ain't a Bad Place to Be (AC/DC),1532,0.025533333333333335,0.0004255555555555556
2021-02-24,24/02/2021,Over the Hills and Far Away     (Led Zeppelin),1950,0.0325,0.0005416666666666666
2021-02-24,24/02/2021,Shake a Leg (AC/DC),789,0.01315,0.00021916666666666666
2021-02-24,24/02/2021,I Saw Her Standing There     2009 (The Beatles),1160,0.019333333333333334,0.0003222222222222222
2021-02-24,24/02/2021,N.I.B. (Black Sabbath),2298,0.0383,0.0006383333333333333
2021-02-24,24/02/2021,Highway to Hell (AC/DC),1532,0.025533333333333335,0.0004255555555555556
2021-02-24,24/02/2021,You Can't Always Get What You Want (The Rolling Stones),1044,0.0174,0.00029
2021-02-24,24/02/2021,Hate To See You Go (The Rolling Stones),1393,0.023216666666666667,0.0003869444444444444
2021-02-24,24/02/2021,Hate To See You Go (The Rolling Stones),487,0.008116666666666666,0.00013527777777777776
2021-02-24,24/02/2021,Dude (Looks Like A Lady) (Aerosmith),3640,0.06066666666666667,0.001011111111111111
2021-02-24,24/02/2021,Can't Stop Lovin' You (with Carrie Underwood) (Aerosmith),975,0.01625,0.0002708333333333333
2021-02-24,24/02/2021,Touch Too Much (AC/DC),1160,0.019333333333333334,0.0003222222222222222
2021-02-24,24/02/2021,Michelle     2009 (The Beatles),1253,0.020883333333333334,0.00034805555555555555
2021-02-24,24/02/2021,Sweet Leaf (Black Sabbath),2600,0.043333333333333335,0.0007222222222222223
2021-02-24,24/02/2021,Heartbreaker     (Led Zeppelin),952,0.015866666666666668,0.0002644444444444445
2021-02-24,24/02/2021,Streets Of Love     2009 (The Rolling Stones),743,0.012383333333333333,0.00020638888888888888
2021-02-24,24/02/2021,When I'm Sixty Four     2009 (The Beatles),2716,0.04526666666666666,0.0007544444444444444
2021-02-24,24/02/2021,Things We Said Today     2009 (The Beatles),1044,0.0174,0.00029
2021-02-24,24/02/2021,Sweet Home Alabama (Lynyrd Skynyrd),283800,4.73,0.07883333333333334
2021-02-24,24/02/2021,Houses of the Holy     (Led Zeppelin),882,0.0147,0.000245
2021-02-24,24/02/2021,Sympathy For The Devil   50th Anniversary Edition (The Rolling Stones),1509,0.02515,0.00041916666666666665
2021-02-24,24/02/2021,Why'd You Only Call Me When You're High? (Arctic Monkeys),812,0.013533333333333333,0.00022555555555555556
2021-02-24,24/02/2021,"Alberta   Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013   (Eric Clapton)",1578,0.0263,0.0004383333333333333
2021-02-24,24/02/2021,Rock N Roll Dream (AC/DC),905,0.015083333333333334,0.0002513888888888889
2021-02-24,24/02/2021,Come Together     2009 (The Beatles),9729,0.16215,0.0027024999999999996
2021-02-24,24/02/2021,Cryin' (Aerosmith),1068,0.0178,0.00029666666666666665
2021-02-24,24/02/2021,Respectable     (The Rolling Stones),882,0.0147,0.000245
2021-02-24,24/02/2021,Inject the Venom (AC/DC),1416,0.0236,0.0003933333333333333
2021-02-24,24/02/2021,Rock 'N' Roll Damnation (AC/DC),905,0.015083333333333334,0.0002513888888888889
2021-02-24,24/02/2021,Don't Stop Me Now     2011 (Queen),905,0.015083333333333334,0.0002513888888888889
2021-02-24,24/02/2021,It's Only Rock'n'Roll (But I Like It)     2009 (The Rolling Stones),1904,0.031733333333333336,0.000528888888888889
2021-02-24,24/02/2021,Free Bird (Lynyrd Skynyrd),1044,0.0174,0.00029
2021-02-24,24/02/2021,Good Times Bad Times   1993   (Led Zeppelin),1323,0.02205,0.0003675
2021-02-24,24/02/2021,Moneytalks (AC/DC),1230,0.0205,0.00034166666666666666
2021-02-24,24/02/2021,Stick Around (AC/DC),2182,0.036366666666666665,0.0006061111111111111
2021-02-24,24/02/2021,Legendary Child (Aerosmith),3970,0.06616666666666667,0.0011027777777777778
2021-02-24,24/02/2021,Boogie Man (AC/DC),998,0.016633333333333333,0.0002772222222222222
2021-02-24,24/02/2021,It's Only Rock'n'Roll (But I Like It)     2009 (The Rolling Stones),307440,5.124,0.08539999999999999
2021-02-24,24/02/2021,Don't Bother Me     2009 (The Beatles),148253,2.4708833333333335,0.04118138888888889
2021-02-24,24/02/2021,"Don't Cry Sister (with J. J. Cale)   Live at Ipayone Center, San Diego, CA, 3/15/2007 (Eric Clapton)",212720,3.5453333333333332,0.059088888888888885
2021-02-24,24/02/2021,Walk This Way (Aerosmith),3669,0.06115,0.0010191666666666667
2021-02-24,24/02/2021,Gimme Three Steps (Lynyrd Skynyrd),1365,0.02275,0.00037916666666666665
2021-02-24,24/02/2021,Are You Ready (AC/DC),576,0.0096,0.00015999999999999999
2021-02-24,24/02/2021,Going to California     (Led Zeppelin),597,0.00995,0.00016583333333333334
2021-02-24,24/02/2021,You Won't See Me     2009 (The Beatles),661,0.011016666666666666,0.0001836111111111111
2021-02-24,24/02/2021,Yesterday     2009 (The Beatles),725,0.012083333333333333,0.0002013888888888889
2021-02-24,24/02/2021,Shot Down in Flames (AC/DC),746,0.012433333333333333,0.00020722222222222222
2021-02-24,24/02/2021,When the Levee Breaks     (Led Zeppelin),266602,4.443366666666667,0.07405611111111111
2021-02-24,24/02/2021,When the Levee Breaks     (Led Zeppelin),162254,2.7042333333333333,0.04507055555555555
2021-02-24,24/02/2021,Luv Lies (Aerosmith),266693,4.444883333333333,0.07408138888888889
2021-02-24,24/02/2021,Back In Time (Huey Lewis & The News),258866,4.314433333333334,0.07190722222222222
2021-02-24,24/02/2021,And I Love Her     2009 (The Beatles),1184,0.019733333333333332,0.00032888888888888887
2021-02-24,24/02/2021,Amazing (Aerosmith),928,0.015466666666666667,0.0002577777777777778
2021-02-24,24/02/2021,I'm Happy Just To Dance With You     2009 (The Beatles),1044,0.0174,0.00029
2021-02-24,24/02/2021,Babe I'm Gonna Leave You     (Led Zeppelin),1068,0.0178,0.00029666666666666665
2021-02-24,24/02/2021,"Nobody Knows You When You're Down and Out   Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013   (Eric Clapton)",1114,0.018566666666666665,0.00030944444444444444
2021-02-24,24/02/2021,Mistress for Christmas (AC/DC),952,0.015866666666666668,0.0002644444444444445
2021-02-24,24/02/2021,End Of The Beginning (Black Sabbath),1068,0.0178,0.00029666666666666665
2021-02-24,24/02/2021,Baby It's You     2009 (The Beatles),1277,0.021283333333333335,0.00035472222222222226
2021-02-24,24/02/2021,Doom And Gloom (The Rolling Stones),238546,3.9757666666666664,0.06626277777777777
2021-02-24,24/02/2021,Big Balls (AC/DC),1346,0.022433333333333333,0.0003738888888888889
2021-02-24,24/02/2021,Back In The U.S.S.R.   2018 Mix (The Beatles),6806,0.11343333333333333,0.0018905555555555555
2021-02-24,24/02/2021,Another One Bites The Dust     2011 (Queen),1346,0.022433333333333333,0.0003738888888888889
2021-02-24,24/02/2021,I'm Looking Through You     2009 (The Beatles),7549,0.12581666666666666,0.0020969444444444442
2021-02-24,24/02/2021,Sultans Of Swing (Dire Straits),348400,5.806666666666667,0.09677777777777778
2021-02-24,24/02/2021,You Shook Me All Night Long (AC/DC),4133,0.06888333333333334,0.0011480555555555556
2021-02-24,24/02/2021,Harlem Shuffle     2009 (The Rolling Stones),4318,0.07196666666666666,0.0011994444444444444
2021-02-24,24/02/2021,Don't Let Me Down     2009 (The Beatles),3575,0.059583333333333335,0.0009930555555555556
2021-02-24,24/02/2021,Realize (AC/DC),15581,0.2596833333333333,0.0043280555555555555
2021-02-24,24/02/2021,Let It Be     2009 (The Beatles),3831,0.06385,0.0010641666666666668
2021-02-24,24/02/2021,A Hard Day's Night     2009 (The Beatles),5572,0.09286666666666667,0.0015477777777777777
2021-02-24,24/02/2021,Drive My Car     2009 (The Beatles),4179,0.06965,0.0011608333333333334
2021-02-24,24/02/2021,You Gotta Move (Aerosmith),21315,0.35525,0.0059208333333333335
2021-02-24,24/02/2021,Cocaine (Eric Clapton),3831,0.06385,0.0010641666666666668
2021-02-24,24/02/2021,Wonderful Tonight (Eric Clapton),6757,0.11261666666666667,0.0018769444444444445
2021-02-24,24/02/2021,Kashmir     (Led Zeppelin),3320,0.05533333333333333,0.0009222222222222222
2021-02-24,24/02/2021,Shot In The Dark (AC/DC),3622,0.060366666666666666,0.001006111111111111
2021-02-24,24/02/2021,I Should Have Known Better     2009 (The Beatles),15600,0.26,0.004333333333333333
2021-02-24,24/02/2021,Sweet Emotion (Aerosmith),510,0.0085,0.00014166666666666668
2021-02-24,24/02/2021,Sweet Emotion (Aerosmith),1114,0.018566666666666665,0.00030944444444444444
2021-02-24,24/02/2021,I Should Have Known Better     2009 (The Beatles),103282,1.7213666666666667,0.028689444444444444
2021-02-24,24/02/2021,Bohemian Rhapsody     2011 (Queen),1369,0.022816666666666666,0.0003802777777777778
2021-02-24,24/02/2021,Money For Nothing (Dire Straits),3343,0.055716666666666664,0.0009286111111111111
2021-02-24,24/02/2021,Let There Be Rock (AC/DC),882,0.0147,0.000245
2021-02-24,24/02/2021,Stray Cat Blues   50th Anniversary Edition (The Rolling Stones),1091,0.018183333333333333,0.00030305555555555554
2021-02-24,24/02/2021,Stray Cat Blues   50th Anniversary Edition (The Rolling Stones),1044,0.0174,0.00029
2021-02-24,24/02/2021,Sweet Emotion (Aerosmith),1137,0.01895,0.0003158333333333334
2021-02-24,24/02/2021,Money For Nothing (Dire Straits),484185,8.06975,0.13449583333333334
2021-02-24,24/02/2021,Let There Be Rock (AC/DC),366346,6.105766666666667,0.10176277777777779
2021-02-24,24/02/2021,Rock and Roll     (Led Zeppelin),220880,3.6813333333333333,0.06135555555555556
2021-02-24,24/02/2021,Won't Get Fooled Again   Original Album Version (The Who),364124,6.068733333333333,0.10114555555555556
2021-02-24,24/02/2021,We Will Rock You     2011 (Queen),835,0.013916666666666667,0.00023194444444444445
2021-02-24,24/02/2021,Miss You     (The Rolling Stones),1068,0.0178,0.00029666666666666665
2021-02-24,24/02/2021,Rock the Blues Away (AC/DC),1230,0.0205,0.00034166666666666666
2021-02-24,24/02/2021,If You Want Blood (You've Got It) (AC/DC),1462,0.024366666666666665,0.0004061111111111111
2021-02-24,24/02/2021,I Will   2018 Mix (The Beatles),1230,0.0205,0.00034166666666666666
2021-02-24,24/02/2021,All My Loving     2009 (The Beatles),1346,0.022433333333333333,0.0003738888888888889
2021-02-24,24/02/2021,All My Loving     2009 (The Beatles),1880,0.03133333333333333,0.0005222222222222222
2021-02-24,24/02/2021,Radio Ga Ga     2011 (Queen),2438,0.040633333333333334,0.0006772222222222222
2021-02-24,24/02/2021,Walk Of Life (Dire Straits),227300,3.7883333333333336,0.0631388888888889
2021-02-24,24/02/2021,Out Of Control (The Rolling Stones),17020,0.2836666666666667,0.004727777777777778
2021-02-24,24/02/2021,Out Of Control (The Rolling Stones),1393,0.023216666666666667,0.0003869444444444444
2021-02-24,24/02/2021,We Are The Champions     2011 (Queen),1323,0.02205,0.0003675
2021-02-24,24/02/2021,Something (Aerosmith),1137,0.01895,0.0003158333333333334
2021-02-24,24/02/2021,So Far Away   Full Version (Dire Straits),165883,2.7647166666666667,0.04607861111111111
2021-02-24,24/02/2021,Your Latest Trick (Dire Straits),4783,0.07971666666666667,0.0013286111111111111
2021-02-24,24/02/2021,So Far Away   Full Version (Dire Straits),1230,0.0205,0.00034166666666666666
2021-02-24,24/02/2021,Ride Across The River (Dire Straits),882,0.0147,0.000245
2021-02-24,24/02/2021,Ride Across The River (Dire Straits),26819,0.44698333333333334,0.007449722222222222
2021-02-24,24/02/2021,Why Worry? (Dire Straits),9822,0.1637,0.0027283333333333335
2021-02-24,24/02/2021,Money For Nothing (Dire Straits),882,0.0147,0.000245
2021-02-24,24/02/2021,Walk Of Life (Dire Straits),1068,0.0178,0.00029666666666666665
2021-02-24,24/02/2021,Brothers In Arms (Dire Straits),8196,0.1366,0.002276666666666667
2021-02-24,24/02/2021,Down To The Waterline (Dire Straits),9450,0.1575,0.002625
2021-02-24,24/02/2021,One World (Dire Straits),23127,0.38545,0.006424166666666667
2021-02-24,24/02/2021,Wild West End (Dire Straits),35155,0.5859166666666666,0.009765277777777777
2021-02-24,24/02/2021,In The Gallery (Dire Straits),11238,0.1873,0.0031216666666666667
2021-02-24,24/02/2021,Lions (Dire Straits),9682,0.16136666666666666,0.0026894444444444444
2021-02-24,24/02/2021,Sultans Of Swing (Dire Straits),1857,0.03095,0.0005158333333333333
2021-02-24,24/02/2021,Setting Me Up (Dire Straits),18831,0.31385,0.005230833333333334
2021-02-24,24/02/2021,Southbound Again (Dire Straits),8034,0.1339,0.0022316666666666665
2021-02-24,24/02/2021,Water Of Love (Dire Straits),9264,0.1544,0.0025733333333333333
2021-02-24,24/02/2021,Six Blade Knife (Dire Straits),19644,0.3274,0.005456666666666667
2021-02-24,24/02/2021,Sultans Of Swing (Dire Straits),835,0.013916666666666667,0.00023194444444444445
2021-02-24,24/02/2021,Sultans Of Swing (Dire Straits),2229,0.03715,0.0006191666666666667
2021-02-24,24/02/2021,Southbound Again (Dire Straits),173058,2.8843,0.048071666666666665
2021-02-24,24/02/2021,Southbound Again (Dire Straits),1695,0.02825,0.00047083333333333336
2021-02-24,24/02/2021,Behind Blue Eyes (The Who),16555,0.27591666666666664,0.004598611111111111
2021-02-24,24/02/2021,Calling Elvis (Dire Straits),54729,0.91215,0.0152025
2021-02-24,24/02/2021,Planet Of New Orleans (Dire Straits),0,0.0,0.0
2021-02-24,24/02/2021,You And Your Friend (Dire Straits),2368,0.039466666666666664,0.0006577777777777777
2021-02-24,24/02/2021,How Long (Dire Straits),68893,1.1482166666666667,0.019136944444444446
2021-02-24,24/02/2021,Iron Hand (Dire Straits),9938,0.16563333333333333,0.0027605555555555556
2021-02-24,24/02/2021,On Every Street (Dire Straits),7755,0.12925,0.0021541666666666666
2021-02-24,24/02/2021,Ticket To Heaven (Dire Straits),10007,0.16678333333333334,0.0027797222222222225
2021-02-24,24/02/2021,My Parties (Dire Straits),1648,0.027466666666666667,0.00045777777777777776
2021-02-24,24/02/2021,When It Comes To You (Dire Straits),19017,0.31695,0.0052825
2021-02-24,24/02/2021,The Bug (Dire Straits),63692,1.0615333333333334,0.017692222222222224
2021-02-24,24/02/2021,Heavy Fuel (Dire Straits),27608,0.46013333333333334,0.007668888888888889
2021-02-24,24/02/2021,Miss You     (The Rolling Stones),696,0.0116,0.0001933333333333333
2021-02-24,24/02/2021,Sultans Of Swing (Dire Straits),2066,0.03443333333333334,0.000573888888888889
2021-02-24,24/02/2021,Who Are You (The Who),255,0.00425,7.083333333333334e-05
2021-02-24,24/02/2021,"Paint It, Black (The Rolling Stones)",1230,0.0205,0.00034166666666666666
2021-02-24,24/02/2021,Cocaine (Eric Clapton),998,0.016633333333333333,0.0002772222222222222
2021-02-24,24/02/2021,Money For Nothing (Dire Straits),1300,0.021666666666666667,0.00036111111111111115
2021-02-24,24/02/2021,Walk Of Life (Dire Straits),673,0.011216666666666666,0.00018694444444444444
2021-02-24,24/02/2021,Losing My Religion (R.E.M.),743,0.012383333333333333,0.00020638888888888888
2021-02-24,24/02/2021,Baba O'Riley (The Who),789,0.01315,0.00021916666666666666
2021-02-24,24/02/2021,(I Can't Get No) Satisfaction   Mono Version (The Rolling Stones),2948,0.049133333333333334,0.0008188888888888889
2021-02-24,24/02/2021,Won't Get Fooled Again   Original Album Version (The Who),975,0.01625,0.0002708333333333333
2021-02-24,24/02/2021,Fade To Black (Dire Straits),8614,0.14356666666666668,0.002392777777777778
2021-02-24,24/02/2021,Behind Blue Eyes (The Who),952,0.015866666666666668,0.0002644444444444445
2021-02-24,24/02/2021,Start Me Up     2009 (The Rolling Stones),1114,0.018566666666666665,0.00030944444444444444
2021-02-24,24/02/2021,Lady Writer (Dire Straits),224666,3.7444333333333333,0.06240722222222222
2021-02-24,24/02/2021,Romeo And Juliet (Dire Straits),1671,0.02785,0.00046416666666666666
2021-02-24,24/02/2021,The Seeker   Edit (The Who),1091,0.018183333333333333,0.00030305555555555554
2021-02-24,24/02/2021,So Far Away   Full Version (Dire Straits),1927,0.03211666666666667,0.0005352777777777779
2021-02-24,24/02/2021,You Can't Always Get What You Want (The Rolling Stones),4272,0.0712,0.0011866666666666666
